en:McEwan_Na-Chesilske:0:shuff:2,cs:McEwan_Na-Chesilske:0:shuff:2,froze,freeze,ztuhla,ztuhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1557,cs:McEwan_Na-Chesilske:0:shuff:1587,started,start,Začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1558,cs:McEwan_Na-Chesilske:0:shuff:1588,love,love,miluju,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1560,cs:McEwan_Na-Chesilske:0:shuff:1590,love,love,miluješ,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1561,cs:McEwan_Na-Chesilske:0:shuff:1591,doubted,doubt,nepochybovala,pochybovat,impf
en:McEwan_Na-Chesilske:0:shuff:1562,cs:McEwan_Na-Chesilske:0:shuff:1592,want,want,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1562,cs:McEwan_Na-Chesilske:0:shuff:1592,spend,spend,strávit,strávit,pf
en:McEwan_Na-Chesilske:0:shuff:1562,cs:McEwan_Na-Chesilske:0:shuff:1592,say,say,říkáš,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1562,cs:McEwan_Na-Chesilske:0:shuff:1592,feel,feel,cítíš,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1564,cs:McEwan_Na-Chesilske:0:shuff:1594,said,say,říkáš,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1566,cs:McEwan_Na-Chesilske:0:shuff:1596,agreed,agree,nedohodli,dohodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1566,cs:McEwan_Na-Chesilske:0:shuff:1596,voiced,voice,nevyslovili,vyslovit,pf
en:McEwan_Na-Chesilske:0:shuff:1566,cs:McEwan_Na-Chesilske:0:shuff:1596,observed,observe,dodržovali,dodržovat,impf
en:McEwan_Na-Chesilske:0:shuff:1567,cs:McEwan_Na-Chesilske:0:shuff:1597,discussed,discuss,nediskutovali,diskutovat,impf
en:McEwan_Na-Chesilske:0:shuff:1567,cs:McEwan_Na-Chesilske:0:shuff:1597,feel,feel,nepociťovali,pociťovat,impf
en:McEwan_Na-Chesilske:0:shuff:1570,cs:McEwan_Na-Chesilske:0:shuff:1600,touched,touch,dotkl,dotknout,pf
en:McEwan_Na-Chesilske:0:shuff:1570,cs:McEwan_Na-Chesilske:0:shuff:1600,excited,excite,vzrušilo,vzrušit,pf
en:McEwan_Na-Chesilske:0:shuff:1571,cs:McEwan_Na-Chesilske:0:shuff:1601,looked,look,díval,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:1572,cs:McEwan_Na-Chesilske:0:shuff:1602,felt,feel,Cítil,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1573,cs:McEwan_Na-Chesilske:0:shuff:1603,derived,derive,odvozoval,odvozovat,impf
en:McEwan_Na-Chesilske:0:shuff:1575,cs:McEwan_Na-Chesilske:0:shuff:1605,kept,keep,držel,držet,impf
en:McEwan_Na-Chesilske:0:shuff:1579,cs:McEwan_Na-Chesilske:0:shuff:1609,talking,talk,nehovořili,hovořit,impf
en:McEwan_Na-Chesilske:0:shuff:1579,cs:McEwan_Na-Chesilske:0:shuff:1609,talked,talk,nehovořili,hovořit,impf
en:McEwan_Na-Chesilske:0:shuff:1579,cs:McEwan_Na-Chesilske:0:shuff:1609,beginning,begin,začínal,začínat,impf
en:McEwan_Na-Chesilske:0:shuff:1579,cs:McEwan_Na-Chesilske:0:shuff:1609,find,find,považovat,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1579,cs:McEwan_Na-Chesilske:0:shuff:1609,talking,talk,mluvili,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1579,cs:McEwan_Na-Chesilske:0:shuff:1609,talked,talk,mluvili,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1581,cs:McEwan_Na-Chesilske:0:shuff:1611,sounded,sound,zněl,znít,impf
en:McEwan_Na-Chesilske:0:shuff:1585,cs:McEwan_Na-Chesilske:0:shuff:1614,want,want,chceš,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1585,cs:McEwan_Na-Chesilske:0:shuff:1614,go,go,chodil,chodit,impf
en:McEwan_Na-Chesilske:0:shuff:1587,cs:McEwan_Na-Chesilske:0:shuff:1616,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1588,cs:McEwan_Na-Chesilske:0:shuff:1617,telling,tell,říkáš,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1588,cs:McEwan_Na-Chesilske:0:shuff:1617,do,do,dělat,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:1589,cs:McEwan_Na-Chesilske:0:shuff:1618,answer,answer,Neodpověděla,odpovědět,pf
en:McEwan_Na-Chesilske:0:shuff:1590,cs:McEwan_Na-Chesilske:0:shuff:1619,forgotten,forget,zapomněla,zapomenout,pf
en:McEwan_Na-Chesilske:0:shuff:1591,cs:McEwan_Na-Chesilske:0:shuff:1620,living,live,bydlí,bydlet,impf
en:McEwan_Na-Chesilske:0:shuff:1592,cs:McEwan_Na-Chesilske:0:shuff:1621,put,put,položilo,položit,pf
en:McEwan_Na-Chesilske:0:shuff:1592,cs:McEwan_Na-Chesilske:0:shuff:1621,received,receive,dostalo,dostat,pf
en:McEwan_Na-Chesilske:0:shuff:1596,cs:McEwan_Na-Chesilske:0:shuff:1624,open,open,otvírají,otvírat,impf
en:McEwan_Na-Chesilske:0:shuff:1599,cs:McEwan_Na-Chesilske:0:shuff:1627,drew,draw,Přitáhl,přitáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1599,cs:McEwan_Na-Chesilske:0:shuff:1627,touching,touch,dotýkaly,dotýkat,impf
en:McEwan_Na-Chesilske:0:shuff:1600,cs:McEwan_Na-Chesilske:0:shuff:1628,think,think,Myslela,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1601,cs:McEwan_Na-Chesilske:0:shuff:1629,decided,decide,rozhodla,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1601,cs:McEwan_Na-Chesilske:0:shuff:1629,take,take,vzít,vzít,pf
en:McEwan_Na-Chesilske:0:shuff:1602,cs:McEwan_Na-Chesilske:0:shuff:1630,face,face,čelit,čelit,impf
en:McEwan_Na-Chesilske:0:shuff:1604,cs:McEwan_Na-Chesilske:0:shuff:1632,troubled,trouble,Trápilo,trápit,impf
en:McEwan_Na-Chesilske:0:shuff:1604,cs:McEwan_Na-Chesilske:0:shuff:1632,suppressed,suppress,potlačil,potlačit,pf
en:McEwan_Na-Chesilske:0:shuff:1604,cs:McEwan_Na-Chesilske:0:shuff:1632,thought,think,myslela,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1604,cs:McEwan_Na-Chesilske:0:shuff:1632,bored,bore,nudí,nudit,impf
en:McEwan_Na-Chesilske:0:shuff:1604,cs:McEwan_Na-Chesilske:0:shuff:1632,help,help,nepomohlo,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:1606,cs:McEwan_Na-Chesilske:0:shuff:1634,regarded,regard,považoval,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1606,cs:McEwan_Na-Chesilske:0:shuff:1634,trust,trust,nevěřil,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1607,cs:McEwan_Na-Chesilske:0:shuff:1635,arrived,arrive,dorazili,dorazit,pf
en:McEwan_Na-Chesilske:0:shuff:1607,cs:McEwan_Na-Chesilske:0:shuff:1635,raining,rain,nepršelo,pršet,impf
en:McEwan_Na-Chesilske:0:shuff:1607,cs:McEwan_Na-Chesilske:0:shuff:1635,eat,eat,jíst,jíst,impf
en:McEwan_Na-Chesilske:0:shuff:1607,cs:McEwan_Na-Chesilske:0:shuff:1635,hoped,hope,doufali,doufat,impf
en:McEwan_Na-Chesilske:0:shuff:1608,cs:McEwan_Na-Chesilske:0:shuff:1636,thought,think,domníval,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:1608,cs:McEwan_Na-Chesilske:0:shuff:1636,think,think,domníval,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:1608,cs:McEwan_Na-Chesilske:0:shuff:1636,contradicting,contradict,odporoval,odporovat,impf
en:McEwan_Na-Chesilske:0:shuff:1609,cs:McEwan_Na-Chesilske:0:shuff:1637,reduced,reduce,snižovaly,snižovat,impf
en:McEwan_Na-Chesilske:0:shuff:1611,cs:McEwan_Na-Chesilske:0:shuff:1639,started,start,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1611,cs:McEwan_Na-Chesilske:0:shuff:1639,going,go,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1611,cs:McEwan_Na-Chesilske:0:shuff:1639,going,go,chodit,chodit,impf
en:McEwan_Na-Chesilske:0:shuff:1611,cs:McEwan_Na-Chesilske:0:shuff:1639,vanished,vanish,vymizela,vymizet,pf
en:McEwan_Na-Chesilske:0:shuff:1612,cs:McEwan_Na-Chesilske:0:shuff:1640,entered,enter,vstoupila,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:1613,cs:McEwan_Na-Chesilske:0:shuff:1641,seem,seem,nezdálo,zdát,impf
en:McEwan_Na-Chesilske:0:shuff:1613,cs:McEwan_Na-Chesilske:0:shuff:1641,go,go,chodit,chodit,impf
en:McEwan_Na-Chesilske:0:shuff:1613,cs:McEwan_Na-Chesilske:0:shuff:1641,keep,keep,držela,držet,impf
en:McEwan_Na-Chesilske:0:shuff:1613,cs:McEwan_Na-Chesilske:0:shuff:1641,stick,stick,držela,držet,impf
en:McEwan_Na-Chesilske:0:shuff:1614,cs:McEwan_Na-Chesilske:0:shuff:1642,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1615,cs:McEwan_Na-Chesilske:0:shuff:1643,want,want,nechtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1615,cs:McEwan_Na-Chesilske:0:shuff:1643,see,see,vidět,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1616,cs:McEwan_Na-Chesilske:0:shuff:1644,lowered,lower,sklonil,sklonit,pf
en:McEwan_Na-Chesilske:0:shuff:1616,cs:McEwan_Na-Chesilske:0:shuff:1644,kissed,kiss,políbili,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1617,cs:McEwan_Na-Chesilske:0:shuff:1645,whispered,whisper,zašeptali,zašeptat,pf
en:McEwan_Na-Chesilske:0:shuff:1618,cs:McEwan_Na-Chesilske:0:shuff:1646,left,leave,odešla,odejít,pf
en:McEwan_Na-Chesilske:0:shuff:1619,cs:McEwan_Na-Chesilske:0:shuff:1647,watch,watch,sledovat,sledovat,impf
en:McEwan_Na-Chesilske:0:shuff:1619,cs:McEwan_Na-Chesilske:0:shuff:1647,see,see,sledovat,sledovat,impf
en:McEwan_Na-Chesilske:0:shuff:1619,cs:McEwan_Na-Chesilske:0:shuff:1647,see,see,vidět,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1620,cs:McEwan_Na-Chesilske:0:shuff:1648,feared,fear,bála,bát,impf
en:McEwan_Na-Chesilske:0:shuff:1620,cs:McEwan_Na-Chesilske:0:shuff:1648,thought,think,domnívala,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:1620,cs:McEwan_Na-Chesilske:0:shuff:1648,run,run,utekla,utéci,pf
en:McEwan_Na-Chesilske:0:shuff:1621,cs:McEwan_Na-Chesilske:0:shuff:1649,supposed,suppose,Předpokládalo,předpokládat,impf
en:McEwan_Na-Chesilske:0:shuff:1621,cs:McEwan_Na-Chesilske:0:shuff:1649,reading,read,číst,číst,impf
en:McEwan_Na-Chesilske:0:shuff:1621,cs:McEwan_Na-Chesilske:0:shuff:1649,watch,watch,dívat,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:1621,cs:McEwan_Na-Chesilske:0:shuff:1649,shifted,shift,měnila,měnit,impf
en:McEwan_Na-Chesilske:0:shuff:1621,cs:McEwan_Na-Chesilske:0:shuff:1649,swung,swing,kývala,kývat,impf
en:McEwan_Na-Chesilske:0:shuff:1622,cs:McEwan_Na-Chesilske:0:shuff:1650,went,go,jít,jít,impf
en:McEwan_Na-Chesilske:0:shuff:1622,cs:McEwan_Na-Chesilske:0:shuff:1650,ran,run,pracovat,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:1622,cs:McEwan_Na-Chesilske:0:shuff:1650,went,go,pracovat,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:1622,cs:McEwan_Na-Chesilske:0:shuff:1650,called,call,povolají,povolat,pf
en:McEwan_Na-Chesilske:0:shuff:1623,cs:McEwan_Na-Chesilske:0:shuff:1651,hoped,hope,doufal,doufat,impf
en:McEwan_Na-Chesilske:0:shuff:1628,cs:McEwan_Na-Chesilske:0:shuff:1657,held,hold,držela,držet,impf
en:McEwan_Na-Chesilske:0:shuff:1629,cs:McEwan_Na-Chesilske:0:shuff:1658,rose,rise,zvedla,zvednout,pf
en:McEwan_Na-Chesilske:0:shuff:1630,cs:McEwan_Na-Chesilske:0:shuff:1659,began,begin,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1630,cs:McEwan_Na-Chesilske:0:shuff:1659,speak,speak,mluvit,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1630,cs:McEwan_Na-Chesilske:0:shuff:1659,speak,speak,říkala,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1631,cs:McEwan_Na-Chesilske:0:shuff:1660,accelerated,accelerate,zrychlila,zrychlit,pf
en:McEwan_Na-Chesilske:0:shuff:1631,cs:McEwan_Na-Chesilske:0:shuff:1660,save,save,zachránila,zachránit,pf
en:McEwan_Na-Chesilske:0:shuff:1633,cs:McEwan_Na-Chesilske:0:shuff:1662,married,marry,oženili,oženit,pf
en:McEwan_Na-Chesilske:0:shuff:1635,cs:McEwan_Na-Chesilske:0:shuff:1664,seen,see,neviděli,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1635,cs:McEwan_Na-Chesilske:0:shuff:1664,seen,see,zahlédl,zahlédnout,pf
en:McEwan_Na-Chesilske:0:shuff:1635,cs:McEwan_Na-Chesilske:0:shuff:1664,spotted,spot,zahlédl,zahlédnout,pf
en:McEwan_Na-Chesilske:0:shuff:1635,cs:McEwan_Na-Chesilske:0:shuff:1664,pushing,push,tlačí,tlačit,impf
en:McEwan_Na-Chesilske:0:shuff:1636,cs:McEwan_Na-Chesilske:0:shuff:1665,respect,respect,respektovat,respektovat,impf
en:McEwan_Na-Chesilske:0:shuff:1638,cs:McEwan_Na-Chesilske:0:shuff:1667,persuaded,persuade,Přesvědčil,přesvědčit,pf
en:McEwan_Na-Chesilske:0:shuff:1639,cs:McEwan_Na-Chesilske:0:shuff:1668,suited,suit,vyhovovala,vyhovovat,impf
en:McEwan_Na-Chesilske:0:shuff:1640,cs:McEwan_Na-Chesilske:0:shuff:1669,terrified,terrify,vyděsit,vyděsit,pf
en:McEwan_Na-Chesilske:0:shuff:1641,cs:McEwan_Na-Chesilske:0:shuff:1670,said,say,odpověděla,odpovědět,pf
en:McEwan_Na-Chesilske:0:shuff:1642,cs:McEwan_Na-Chesilske:0:shuff:1671,kissed,kiss,políbili,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1642,cs:McEwan_Na-Chesilske:0:shuff:1671,felt,feel,ucítila,ucítit,pf
en:McEwan_Na-Chesilske:0:shuff:1643,cs:McEwan_Na-Chesilske:0:shuff:1672,Entering,enter,Vstupuje,vstupovat,impf
en:McEwan_Na-Chesilske:0:shuff:1647,cs:McEwan_Na-Chesilske:0:shuff:1676,announced,announce,oznámila,oznámit,pf
en:McEwan_Na-Chesilske:0:shuff:1647,cs:McEwan_Na-Chesilske:0:shuff:1676,making,make,dělá,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:1647,cs:McEwan_Na-Chesilske:0:shuff:1676,count,count,spočítat,spočítat,pf
en:McEwan_Na-Chesilske:0:shuff:1647,cs:McEwan_Na-Chesilske:0:shuff:1676,appeared,appear,objevil,objevit,pf
en:McEwan_Na-Chesilske:0:shuff:1648,cs:McEwan_Na-Chesilske:0:shuff:1677,discussed,discuss,diskutovat,diskutovat,impf
en:McEwan_Na-Chesilske:0:shuff:1649,cs:McEwan_Na-Chesilske:0:shuff:1678,grew,grow,Vyrostli,vyrůst,pf
en:McEwan_Na-Chesilske:0:shuff:1650,cs:McEwan_Na-Chesilske:0:shuff:1679,stopped,stop,zakázat,zakázat,pf
en:McEwan_Na-Chesilske:0:shuff:1650,cs:McEwan_Na-Chesilske:0:shuff:1679,learned,learn,nedozvěděl,dozvědět,pf
en:McEwan_Na-Chesilske:0:shuff:1651,cs:McEwan_Na-Chesilske:0:shuff:1680,felt,feel,pocítil,pocítit,pf
en:McEwan_Na-Chesilske:0:shuff:1652,cs:McEwan_Na-Chesilske:0:shuff:1681,help,help,pomoci,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:1652,cs:McEwan_Na-Chesilske:0:shuff:1681,save,save,zachránit,zachránit,pf
en:McEwan_Na-Chesilske:0:shuff:1653,cs:McEwan_Na-Chesilske:0:shuff:1682,entered,enter,vstoupil,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:1654,cs:McEwan_Na-Chesilske:0:shuff:1683,nearing,near,blíží,blížit,impf
en:McEwan_Na-Chesilske:0:shuff:1654,cs:McEwan_Na-Chesilske:0:shuff:1683,sweep,sweep,čistí,čistit,impf
en:McEwan_Na-Chesilske:0:shuff:1654,cs:McEwan_Na-Chesilske:0:shuff:1683,find,find,najít,najít,pf
en:McEwan_Na-Chesilske:0:shuff:1655,cs:McEwan_Na-Chesilske:0:shuff:1684,suppress,suppress,potlačila,potlačit,pf
en:McEwan_Na-Chesilske:0:shuff:1657,cs:McEwan_Na-Chesilske:0:shuff:1686,meant,mean,chtěli,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1657,cs:McEwan_Na-Chesilske:0:shuff:1686,playing,play,hrát,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:1657,cs:McEwan_Na-Chesilske:0:shuff:1686,meant,mean,znamenalo,znamenat,impf
en:McEwan_Na-Chesilske:0:shuff:1657,cs:McEwan_Na-Chesilske:0:shuff:1686,meant,mean,chtěli,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1659,cs:McEwan_Na-Chesilske:0:shuff:1689,described,describe,popsat,popsat,pf
en:McEwan_Na-Chesilske:0:shuff:1659,cs:McEwan_Na-Chesilske:0:shuff:1689,disappointing,disappoint,zklame,zklamat,pf
en:McEwan_Na-Chesilske:0:shuff:1660,cs:McEwan_Na-Chesilske:0:shuff:1690,regard,regard,považovat,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1662,cs:McEwan_Na-Chesilske:0:shuff:1692,allowed,allow,směl,smět,impf
en:McEwan_Na-Chesilske:0:shuff:1662,cs:McEwan_Na-Chesilske:0:shuff:1692,see,see,vidět,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1662,cs:McEwan_Na-Chesilske:0:shuff:1692,attained,attain,dosahováno,dosahovat,impf
en:McEwan_Na-Chesilske:0:shuff:1663,cs:McEwan_Na-Chesilske:0:shuff:1693,saw,see,spatřit,spatřit,pf
en:McEwan_Na-Chesilske:0:shuff:1663,cs:McEwan_Na-Chesilske:0:shuff:1693,preceded,precede,předcházel,předcházet,impf
en:McEwan_Na-Chesilske:0:shuff:1663,cs:McEwan_Na-Chesilske:0:shuff:1693,touch,touch,dotknout,dotknout,pf
en:McEwan_Na-Chesilske:0:shuff:1667,cs:McEwan_Na-Chesilske:0:shuff:1697,did,do,udělal,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1669,cs:McEwan_Na-Chesilske:0:shuff:1699,said,say,vyslovila,vyslovit,pf
en:McEwan_Na-Chesilske:0:shuff:1670,cs:McEwan_Na-Chesilske:0:shuff:1700,mean,mean,myslím,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1672,cs:McEwan_Na-Chesilske:0:shuff:1703,heard,hear,slyšela,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1676,cs:McEwan_Na-Chesilske:0:shuff:1707,discovered,discover,objevila,objevit,pf
en:McEwan_Na-Chesilske:0:shuff:1677,cs:McEwan_Na-Chesilske:0:shuff:1708,drew,draw,přitáhl,přitáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1677,cs:McEwan_Na-Chesilske:0:shuff:1708,kiss,kiss,políbil,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1677,cs:McEwan_Na-Chesilske:0:shuff:1708,press,press,přitiskl,přitisknout,pf
en:McEwan_Na-Chesilske:0:shuff:1677,cs:McEwan_Na-Chesilske:0:shuff:1708,put,put,položil,položit,pf
en:McEwan_Na-Chesilske:0:shuff:1678,cs:McEwan_Na-Chesilske:0:shuff:1709,lied,lie,nelhala,lhát,impf
en:McEwan_Na-Chesilske:0:shuff:1679,cs:McEwan_Na-Chesilske:0:shuff:1710,Thinking,think,pomyslela,pomyslet,pf
en:McEwan_Na-Chesilske:0:shuff:1679,cs:McEwan_Na-Chesilske:0:shuff:1710,felt,feel,pocítila,pocítit,pf
en:McEwan_Na-Chesilske:0:shuff:1680,cs:McEwan_Na-Chesilske:0:shuff:1711,advance,advance,nepostupovala,postupovat,impf
en:McEwan_Na-Chesilske:0:shuff:1680,cs:McEwan_Na-Chesilske:0:shuff:1711,unleashed,unleash,rozpoutal,rozpoutat,pf
en:McEwan_Na-Chesilske:0:shuff:1681,cs:McEwan_Na-Chesilske:0:shuff:1712,paying,pay,nevěnovala,věnovat,impf
en:McEwan_Na-Chesilske:0:shuff:1682,cs:McEwan_Na-Chesilske:0:shuff:1713,buy,buy,nekoupil,koupit,pf
en:McEwan_Na-Chesilske:0:shuff:1682,cs:McEwan_Na-Chesilske:0:shuff:1713,look,look,neprohlédl,prohlédnout,pf
en:McEwan_Na-Chesilske:0:shuff:1683,cs:McEwan_Na-Chesilske:0:shuff:1714,want,want,Nechtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1683,cs:McEwan_Na-Chesilske:0:shuff:1714,see,see,spatřit,spatřit,pf
en:McEwan_Na-Chesilske:0:shuff:1683,cs:McEwan_Na-Chesilske:0:shuff:1714,discover,discover,zjistit,zjistit,pf
en:McEwan_Na-Chesilske:0:shuff:1684,cs:McEwan_Na-Chesilske:0:shuff:1715,preserve,preserve,uchová,uchovat,pf
en:McEwan_Na-Chesilske:0:shuff:1685,cs:McEwan_Na-Chesilske:0:shuff:1716,dissolved,dissolve,rozplynuly,rozplynout,pf
en:McEwan_Na-Chesilske:0:shuff:1685,cs:McEwan_Na-Chesilske:0:shuff:1716,decided,decide,rozhodla,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1685,cs:McEwan_Na-Chesilske:0:shuff:1716,take,take,vydržet,vydržet,pf
en:McEwan_Na-Chesilske:0:shuff:1686,cs:McEwan_Na-Chesilske:0:shuff:1717,felt,feel,Cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1686,cs:McEwan_Na-Chesilske:0:shuff:1717,smothered,smother,dusila,dusit,impf
en:McEwan_Na-Chesilske:0:shuff:1686,cs:McEwan_Na-Chesilske:0:shuff:1717,suffocating,suffocate,dusila,dusit,impf
en:McEwan_Na-Chesilske:0:shuff:1687,cs:McEwan_Na-Chesilske:0:shuff:1718,started,start,začali,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1687,cs:McEwan_Na-Chesilske:0:shuff:1718,play,play,hrát,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:1687,cs:McEwan_Na-Chesilske:0:shuff:1718,enjoyed,enjoy,líbila,líbit,impf
en:McEwan_Na-Chesilske:0:shuff:1687,cs:McEwan_Na-Chesilske:0:shuff:1718,lost,lose,neztratil,ztratit,pf
en:McEwan_Na-Chesilske:0:shuff:1687,cs:McEwan_Na-Chesilske:0:shuff:1718,started,start,nezačal,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1687,cs:McEwan_Na-Chesilske:0:shuff:1718,bored,bore,nudit,nudit,impf
en:McEwan_Na-Chesilske:0:shuff:1688,cs:McEwan_Na-Chesilske:0:shuff:1719,began,begin,nastala,nastat,pf
en:McEwan_Na-Chesilske:0:shuff:1689,cs:McEwan_Na-Chesilske:0:shuff:1720,arrived,arrive,dorazili,dorazit,pf
en:McEwan_Na-Chesilske:0:shuff:1692,cs:McEwan_Na-Chesilske:0:shuff:1723,led,lead,Zavedla,zavést,pf
en:McEwan_Na-Chesilske:0:shuff:1692,cs:McEwan_Na-Chesilske:0:shuff:1723,asked,ask,vybídla,vybídnout,pf
en:McEwan_Na-Chesilske:0:shuff:1692,cs:McEwan_Na-Chesilske:0:shuff:1723,imagine,imagine,představil,představit,pf
en:McEwan_Na-Chesilske:0:shuff:1692,cs:McEwan_Na-Chesilske:0:shuff:1723,play,play,zahrál,zahrát,pf
en:McEwan_Na-Chesilske:0:shuff:1694,cs:McEwan_Na-Chesilske:0:shuff:1725,get,get,dostat,dostat,pf
en:McEwan_Na-Chesilske:0:shuff:1695,cs:McEwan_Na-Chesilske:0:shuff:1726,jerked,jerk,Trhla,trhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1696,cs:McEwan_Na-Chesilske:0:shuff:1727,stared,stare,zíral,zírat,impf
en:McEwan_Na-Chesilske:0:shuff:1696,cs:McEwan_Na-Chesilske:0:shuff:1727,beginning,begin,začínala,začínat,impf
en:McEwan_Na-Chesilske:0:shuff:1696,cs:McEwan_Na-Chesilske:0:shuff:1727,seized,seize,popadla,popadnout,pf
en:McEwan_Na-Chesilske:0:shuff:1696,cs:McEwan_Na-Chesilske:0:shuff:1727,led,lead,vedla,vést,impf
en:McEwan_Na-Chesilske:0:shuff:1697,cs:McEwan_Na-Chesilske:0:shuff:1728,wanted,want,chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1697,cs:McEwan_Na-Chesilske:0:shuff:1728,run,run,utéct,utéci,pf
en:McEwan_Na-Chesilske:0:shuff:1697,cs:McEwan_Na-Chesilske:0:shuff:1728,sit,sit,posadila,posadit,pf
en:McEwan_Na-Chesilske:0:shuff:1698,cs:McEwan_Na-Chesilske:0:shuff:1729,remember,remember,vzpomenout,vzpomenout,pf
en:McEwan_Na-Chesilske:0:shuff:1698,cs:McEwan_Na-Chesilske:0:shuff:1729,advised,advise,poradil,poradit,pf
en:McEwan_Na-Chesilske:0:shuff:1699,cs:McEwan_Na-Chesilske:0:shuff:1730,want,want,nechtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1700,cs:McEwan_Na-Chesilske:0:shuff:1731,wanted,want,Chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1701,cs:McEwan_Na-Chesilske:0:shuff:1732,said,say,říká,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1701,cs:McEwan_Na-Chesilske:0:shuff:1732,lead,lead,vede,vést,impf
en:McEwan_Na-Chesilske:0:shuff:1702,cs:McEwan_Na-Chesilske:0:shuff:1733,thought,think,přemýšlel,přemýšlet,impf
en:McEwan_Na-Chesilske:0:shuff:1702,cs:McEwan_Na-Chesilske:0:shuff:1733,thought,think,měl,mít,impf
en:McEwan_Na-Chesilske:0:shuff:1702,cs:McEwan_Na-Chesilske:0:shuff:1733,find,find,najít,najít,pf
en:McEwan_Na-Chesilske:0:shuff:1702,cs:McEwan_Na-Chesilske:0:shuff:1733,teaching,teach,učit,učit,impf
en:McEwan_Na-Chesilske:0:shuff:1703,cs:McEwan_Na-Chesilske:0:shuff:1734,reading,read,nečetl,číst,impf
en:McEwan_Na-Chesilske:0:shuff:1703,cs:McEwan_Na-Chesilske:0:shuff:1734,lived,live,bydlel,bydlet,impf
en:McEwan_Na-Chesilske:0:shuff:1705,cs:McEwan_Na-Chesilske:0:shuff:1736,discover,discover,zjistili,zjistit,pf
